reason_code_encoded,evidence_completeness_score,has_invoice,has_shipping_proof,has_proof_of_delivery,has_customer_communication,contradiction_count,contradiction_max_severity,fraud_probability,merchant_historical_win_rate,previous_disputes_won_count,dispute_amount,evidence_quality_score,merchant_won
0,1.0,1,1,1,1,0,0,0.2507,0.8014,9,542.31,0.6987,1
0,0.5,1,0,0,1,0,0,0.1411,0.6638,25,12385.48,0.3256,1
0,0.75,1,1,1,0,0,0,0.2181,0.6968,18,3525.73,0.5519,1
0,0.5,1,1,0,0,0,0,0.0483,0.8388,28,2647.8,0.4483,1
0,0.75,1,1,0,1,2,3,0.159,0.7778,12,7683.59,0.5135,0
0,0.75,1,1,0,1,0,0,0.1032,0.7822,33,2014.74,0.7261,0
4,0.75,1,1,1,0,0,0,0.2989,0.6546,19,3002.52,0.5439,1
0,0.75,1,1,0,1,1,0,0.2232,0.5935,43,6941.94,0.5412,0
1,0.25,1,0,0,0,0,0,0.1189,0.874,39,1847.13,0.1784,0
1,0.5,1,1,0,0,0,0,0.1323,0.6843,17,5280.45,0.3274,1
5,0.75,1,1,1,0,2,3,0.275,0.8856,33,1135.65,0.6901,0
0,0.5,1,0,1,0,1,0,0.2731,0.3944,47,4341.61,0.4781,1
1,0.5,0,1,0,1,0,0,0.2012,0.7819,7,2599.83,0.4325,1
5,0.75,0,1,1,1,2,3,0.3,0.4508,15,730.74,0.5369,0
3,0.75,1,1,1,0,0,0,0.42,0.8179,39,611.67,0.5624,1
3,0.5,1,0,1,0,1,0,0.09,0.8057,22,2241.7,0.4083,1
0,0.5,1,0,0,1,1,2,0.031,0.4772,31,4442.8,0.492,0
0,0.5,0,1,1,0,2,3,0.3051,0.8869,12,3335.98,0.3683,0
2,0.5,1,0,0,1,1,2,0.1128,0.8213,25,6851.94,0.453,0
4,0.75,1,1,1,0,0,0,0.2875,0.6034,37,1828.1,0.6029,1
2,0.5,0,1,0,1,0,0,0.2988,0.8567,0,6594.63,0.3771,1
2,0.25,1,0,0,0,0,0,0.2628,0.2784,1,232.06,0.2024,0
0,0.25,1,0,0,0,0,0,0.1094,0.8692,38,1693.89,0.1687,0
2,0.75,1,1,1,0,1,2,0.0113,0.6806,12,365.24,0.6972,1
0,0.5,1,1,0,0,0,0,0.0572,0.4991,26,8907.14,0.3676,0
0,0.75,1,1,1,0,1,0,0.0765,0.2488,3,2357.33,0.6779,1
1,0.75,1,1,0,1,0,0,0.2802,0.6234,40,1430.09,0.5054,1
1,0.5,0,1,1,0,0,0,0.4547,0.4149,19,2473.82,0.4921,1
0,0.75,1,1,1,0,0,0,0.0951,0.8326,2,2763.84,0.5382,1
0,1.0,1,1,1,1,0,0,0.2314,0.6976,22,6653.1,0.959,1
2,1.0,1,1,1,1,1,3,0.1533,0.4207,1,2836.37,0.9333,1
0,1.0,1,1,1,1,1,1,0.1063,0.7331,15,2075.91,0.9888,1
2,0.75,1,1,0,1,0,0,0.3353,0.5891,9,11486.63,0.6129,1
0,0.75,1,0,1,1,0,0,0.3947,0.898,27,12208.65,0.6784,1
1,0.75,1,1,0,1,1,3,0.232,0.5584,43,237.11,0.5848,1
1,0.75,1,0,1,1,0,0,0.3112,0.6868,17,4394.7,0.5359,1
0,0.75,1,0,1,1,0,0,0.2311,0.7341,1,1726.9,0.6038,1
0,0.5,1,1,0,0,0,0,0.1985,0.711,13,4035.91,0.354,0
0,0.25,0,1,0,0,0,0,0.4402,0.6576,43,3645.99,0.2484,0
0,0.75,1,1,1,0,0,0,0.0688,0.8798,19,1502.22,0.5128,0
5,1.0,1,1,1,1,0,0,0.0682,0.7827,39,15209.12,0.8562,1
0,1.0,1,1,1,1,1,0,0.0145,0.8373,22,1646.23,0.8693,1
3,0.75,1,0,1,1,0,0,0.284,0.8199,6,3598.68,0.6287,1
0,0.5,0,1,1,0,0,0,0.3238,0.4067,44,5975.5,0.4409,1
2,1.0,1,1,1,1,0,0,0.2133,0.7468,46,650.19,0.6907,1
2,0.75,1,1,0,1,1,3,0.275,0.821,13,1351.21,0.6332,0
2,0.5,1,1,0,0,0,0,0.0936,0.6574,36,876.51,0.3753,1
1,0.75,1,0,1,1,1,0,0.1498,0.7648,7,5428.56,0.7343,1
1,0.75,1,1,1,0,0,0,0.1477,0.8209,49,5754.25,0.6875,1
0,0.75,0,1,1,1,0,0,0.0669,0.6301,4,1134.74,0.7428,0
4,1.0,1,1,1,1,1,3,0.0868,0.6837,22,114.49,0.6631,1
3,0.75,1,1,0,1,1,1,0.2463,0.886,40,2026.82,0.5623,0
5,1.0,1,1,1,1,1,3,0.0846,0.655,9,4166.97,0.7184,0
0,0.75,1,1,0,1,0,0,0.2946,0.4275,48,3509.67,0.4904,1
2,0.5,0,1,0,1,1,0,0.4222,0.4686,26,2165.17,0.3674,0
4,0.75,1,1,1,0,0,0,0.1645,0.7296,34,1358.08,0.6657,1
0,0.5,1,0,0,1,0,0,0.1751,0.9337,0,2351.17,0.3654,1
0,0.5,1,0,1,0,0,0,0.0471,0.7687,6,153.26,0.4141,1
2,0.75,1,1,1,0,1,0,0.064,0.7704,46,368.59,0.7206,1
2,0.75,1,0,1,1,0,0,0.0397,0.6842,7,721.41,0.6696,1
3,0.5,1,0,0,1,0,0,0.2299,0.8528,10,3536.69,0.3941,1
0,0.25,0,1,0,0,2,3,0.3256,0.7023,33,964.23,0.1951,0
2,0.5,1,1,0,0,1,3,0.0883,0.9481,27,2026.99,0.4048,0
0,0.75,1,1,1,0,0,0,0.3441,0.7624,33,3499.56,0.534,1
0,0.5,1,0,1,0,0,0,0.448,0.9009,42,6313.74,0.436,1
0,0.5,1,0,1,0,0,0,0.1844,0.9152,19,2892.11,0.3887,1
3,0.5,1,0,0,1,1,3,0.2377,0.7694,27,782.33,0.4742,0
2,0.5,0,1,1,0,0,0,0.1799,0.7726,48,10709.0,0.4574,1
1,0.75,1,1,0,1,0,0,0.2333,0.6642,41,430.15,0.6478,1
1,0.5,1,1,0,0,1,2,0.017,0.6679,36,1701.16,0.3887,0
3,0.75,1,0,1,1,2,2,0.1723,0.724,2,8998.46,0.5426,0
1,0.75,1,1,1,0,0,0,0.249,0.7362,8,3327.5,0.6912,1
3,0.5,1,1,0,0,0,0,0.0056,0.6148,21,3903.24,0.4101,1
1,0.5,1,1,0,0,1,3,0.2034,0.794,24,1356.84,0.3643,0
1,0.75,0,1,1,1,0,0,0.3198,0.8454,1,386.28,0.5387,1
1,0.75,1,1,0,1,0,0,0.0355,0.42,22,1693.65,0.5309,0
0,0.25,1,0,0,0,0,0,0.028,0.6805,16,1900.5,0.2305,0
2,0.5,1,0,1,0,1,3,0.4269,0.8306,24,1202.79,0.3651,0
1,0.75,1,1,1,0,1,0,0.0795,0.7934,11,949.42,0.6257,1
0,0.75,1,0,1,1,0,0,0.3214,0.7861,26,1637.53,0.606,1
4,0.75,1,0,1,1,1,0,0.153,0.5086,19,3670.11,0.6396,1
1,0.5,1,0,1,0,1,2,0.4624,0.9955,8,10518.14,0.4785,0
1,0.25,1,0,0,0,0,0,0.2582,0.8846,22,4358.29,0.2384,1
4,0.75,1,1,1,0,0,0,0.2841,0.8008,35,5393.14,0.6059,1
2,0.75,1,1,1,0,2,3,0.0543,0.5076,27,1378.83,0.4915,0
0,0.75,1,1,0,1,0,0,0.4475,0.607,49,487.06,0.5994,1
4,0.75,1,1,1,0,0,0,0.6342,0.8192,47,1306.19,0.6466,1
2,0.5,1,1,0,0,0,0,0.2982,0.7873,28,1903.41,0.4226,1
0,0.5,1,1,0,0,1,1,0.0433,0.7205,41,4197.8,0.439,0
0,0.75,1,1,0,1,1,3,0.1138,0.4279,31,9909.72,0.5279,1
2,1.0,1,1,1,1,1,1,0.3064,0.7866,11,5899.55,0.8763,1
2,0.5,1,0,1,0,0,0,0.3519,0.495,29,1184.27,0.357,1
1,0.75,1,1,1,0,1,3,0.4404,0.6716,10,6107.65,0.6845,1
4,0.75,1,1,1,0,2,3,0.1047,0.3619,36,1957.09,0.5765,0
2,0.5,0,1,0,1,0,0,0.075,0.5471,19,775.16,0.4492,1
0,0.5,1,1,0,0,0,0,0.0311,0.2774,10,2264.79,0.3334,0
0,0.5,0,1,0,1,0,0,0.1691,0.5485,47,2999.14,0.3964,0
0,0.75,1,1,0,1,0,0,0.1828,0.528,46,5144.92,0.6726,0
2,0.5,1,0,0,1,0,0,0.3316,0.4429,37,1607.18,0.3647,0
0,0.75,1,1,1,0,0,0,0.1771,0.3324,44,655.58,0.6963,1
2,1.0,1,1,1,1,0,0,0.3211,0.5844,15,446.87,0.8708,1
2,1.0,1,1,1,1,0,0,0.2071,0.8566,34,517.5,0.8556,1
3,0.25,1,0,0,0,0,0,0.2262,0.9094,49,10586.7,0.1934,1
0,0.75,1,1,1,0,0,0,0.3425,0.7909,0,10709.85,0.6141,1
3,0.5,1,1,0,0,0,0,0.0391,0.4689,24,12230.8,0.4295,1
0,0.0,0,0,0,0,0,0,0.2379,0.8625,48,1360.83,0.1,0
3,0.75,1,1,1,0,0,0,0.6149,0.7658,26,844.51,0.6708,1
0,0.75,1,0,1,1,0,0,0.2428,0.7652,31,13955.89,0.6013,1
1,0.5,1,1,0,0,0,0,0.1475,0.6153,5,15657.86,0.3604,1
2,1.0,1,1,1,1,1,0,0.1711,0.5585,40,385.57,0.7249,1
0,0.5,1,1,0,0,0,0,0.1838,0.5263,35,4987.6,0.326,0
0,0.5,0,0,1,1,2,3,0.2872,0.3357,38,1292.14,0.3777,0
2,0.75,1,1,1,0,0,0,0.2288,0.7656,22,8500.64,0.6841,1
2,0.75,1,0,1,1,0,0,0.3162,0.6667,28,427.11,0.696,1
2,0.25,1,0,0,0,0,0,0.5314,0.7485,29,7780.5,0.1802,1
2,0.0,0,0,0,0,1,3,0.1896,0.9224,21,109.19,0.1,0
1,0.75,1,0,1,1,1,0,0.409,0.4715,10,2683.34,0.6194,1
0,0.75,1,1,1,0,1,3,0.2322,0.3629,25,1530.86,0.7282,0
0,0.5,1,0,0,1,0,0,0.2495,0.7843,22,2051.08,0.4487,0
0,1.0,1,1,1,1,0,0,0.2509,0.2021,2,2090.73,0.9029,1
4,1.0,1,1,1,1,0,0,0.0693,0.6149,47,3810.6,0.6798,1
2,1.0,1,1,1,1,0,0,0.5077,0.5574,5,181.79,0.727,1
1,1.0,1,1,1,1,1,2,0.1653,0.523,6,4214.58,0.6531,1
1,0.75,1,1,1,0,1,2,0.1703,0.2848,43,178.57,0.6755,0
4,1.0,1,1,1,1,0,0,0.6858,0.6257,38,817.16,0.7706,1
0,0.75,1,0,1,1,1,0,0.2079,0.8666,21,3366.51,0.694,1
2,0.5,1,1,0,0,0,0,0.2435,0.4792,47,416.41,0.3843,0
1,0.5,1,0,1,0,0,0,0.1073,0.8697,49,16549.59,0.4684,1
2,0.5,1,0,0,1,0,0,0.0733,0.7932,41,5469.9,0.3479,0
0,0.5,1,0,1,0,1,0,0.0092,0.2945,32,4380.64,0.3553,1
3,0.5,1,1,0,0,0,0,0.0056,0.2465,39,1190.39,0.3847,1
4,0.25,0,0,1,0,1,2,0.3086,0.361,2,274.24,0.1982,0
2,0.75,1,1,0,1,0,0,0.1588,0.824,29,13585.0,0.579,1
2,0.25,1,0,0,0,1,1,0.0802,0.7699,47,659.97,0.2293,0
4,1.0,1,1,1,1,1,3,0.0861,0.5141,23,6313.55,0.6839,1
2,0.5,1,0,0,1,2,3,0.0206,0.8445,2,870.16,0.3865,0
0,0.25,1,0,0,0,0,0,0.0785,0.7714,1,1739.95,0.2358,1
2,0.75,1,1,0,1,0,0,0.3089,0.6822,43,4239.9,0.505,1
2,0.75,1,0,1,1,0,0,0.0495,0.8315,39,10274.78,0.7349,1
1,1.0,1,1,1,1,0,0,0.251,0.4578,18,169.93,0.9952,1
2,1.0,1,1,1,1,0,0,0.0735,0.6844,23,1157.5,0.681,1
4,0.5,1,0,1,0,0,0,0.1261,0.2678,49,5168.08,0.376,1
4,1.0,1,1,1,1,1,1,0.4691,0.7082,19,766.49,0.7803,1
1,0.25,1,0,0,0,0,0,0.3901,0.7244,46,513.6,0.2304,1
0,0.5,1,1,0,0,0,0,0.0651,0.4089,48,265.5,0.4293,1
5,0.5,1,0,1,0,0,0,0.1961,0.6606,49,2543.49,0.4378,1
3,0.5,1,1,0,0,0,0,0.1754,0.7049,30,5209.55,0.4576,0
0,0.5,1,0,0,1,0,0,0.2598,0.8013,49,11521.23,0.3456,0
4,0.75,1,1,1,0,2,2,0.207,0.6573,40,1189.45,0.7062,1
3,1.0,1,1,1,1,0,0,0.1527,0.7332,30,552.88,0.897,1
1,0.75,1,1,0,1,0,0,0.4272,0.4386,36,1902.82,0.6391,1
2,0.75,1,1,0,1,0,0,0.1936,0.62,42,299.63,0.7211,1
1,0.5,0,1,1,0,0,0,0.2769,0.2544,28,1508.78,0.4476,1
0,0.75,0,1,1,1,0,0,0.438,0.5029,3,3705.85,0.5404,1
0,0.5,1,0,1,0,0,0,0.0378,0.5699,9,744.43,0.4002,1
3,0.5,1,0,1,0,1,1,0.0245,0.7912,35,3597.68,0.4115,1
0,0.75,1,0,1,1,0,0,0.0891,0.8842,34,12608.06,0.502,1
0,0.75,1,1,1,0,0,0,0.2585,0.6445,47,7088.0,0.7381,1
1,0.75,1,1,1,0,2,0,0.1151,0.3931,20,1644.74,0.5213,1
1,0.75,1,1,0,1,0,0,0.0234,0.8122,42,2015.59,0.6706,1
4,0.5,1,0,1,0,0,0,0.1844,0.9538,40,2002.45,0.4136,1
0,0.75,1,1,0,1,0,0,0.1507,0.862,0,6978.92,0.4942,1
0,0.0,0,0,0,0,0,0,0.0596,0.7155,41,17906.54,0.1,0
2,0.75,1,1,1,0,0,0,0.1788,0.7039,11,6218.35,0.7111,1
1,0.5,0,1,1,0,0,0,0.523,0.8703,23,2958.49,0.4167,1
0,0.75,1,1,1,0,0,0,0.2665,0.7493,1,458.53,0.5476,1
1,0.5,1,1,0,0,0,0,0.0892,0.881,46,10913.93,0.3463,1
0,0.75,0,1,1,1,1,1,0.0799,0.4657,19,6982.54,0.5829,1
0,0.75,1,0,1,1,0,0,0.1217,0.676,15,6545.03,0.5545,1
1,1.0,1,1,1,1,0,0,0.3975,0.782,33,1840.48,0.8273,1
1,0.25,1,0,0,0,0,0,0.3611,0.6722,12,2174.48,0.2471,1
4,0.75,1,1,0,1,0,0,0.251,0.4294,17,546.07,0.6384,1
1,0.75,0,1,1,1,0,0,0.2887,0.6789,28,9825.01,0.7211,1
2,0.5,1,0,0,1,0,0,0.3368,0.6299,42,10140.88,0.4389,1
2,0.5,1,0,1,0,0,0,0.3264,0.7283,13,1127.67,0.4082,0
0,1.0,1,1,1,1,0,0,0.3089,0.6517,29,4267.64,0.9491,1
2,0.75,1,1,0,1,0,0,0.5154,0.7668,34,896.3,0.6112,1
0,0.5,1,1,0,0,0,0,0.0573,0.639,8,1846.99,0.477,0
5,0.5,1,0,0,1,0,0,0.4093,0.7451,36,1360.29,0.376,0
0,0.5,1,0,1,0,0,0,0.3748,0.5317,45,1827.69,0.3475,1
1,0.75,1,1,0,1,0,0,0.1376,0.6361,38,1393.52,0.712,1
0,1.0,1,1,1,1,0,0,0.1447,0.9009,11,1582.48,0.8556,1
5,0.75,1,0,1,1,0,0,0.3257,0.8985,20,5579.98,0.7209,1
1,0.75,1,1,1,0,2,3,0.3515,0.7363,17,1348.5,0.7337,0
2,0.25,1,0,0,0,1,1,0.2315,0.4218,10,6000.14,0.1672,0
0,0.75,1,1,0,1,1,1,0.098,0.622,26,3037.02,0.619,0
2,1.0,1,1,1,1,0,0,0.3777,0.6205,23,5406.53,0.7812,1
0,0.75,1,1,1,0,0,0,0.1122,0.7901,40,8891.85,0.6518,1
4,1.0,1,1,1,1,0,0,0.4277,0.5502,42,621.48,0.9278,1
0,0.5,0,1,0,1,1,1,0.1028,0.3209,49,1575.0,0.3741,0
0,0.25,1,0,0,0,0,0,0.2852,0.8803,33,300.06,0.2112,0
0,0.5,1,0,1,0,1,0,0.0962,0.7076,19,1928.43,0.449,1
1,0.25,0,1,0,0,0,0,0.2257,0.7747,12,1048.59,0.1743,1
2,0.75,0,1,1,1,0,0,0.3118,0.7542,46,3067.59,0.7012,1
0,1.0,1,1,1,1,0,0,0.0745,0.5801,7,5453.8,0.8621,1
2,0.75,1,1,0,1,0,0,0.1677,0.5432,36,2431.86,0.7368,1
1,1.0,1,1,1,1,0,0,0.2875,0.8055,4,1520.65,0.7688,1
1,0.75,1,0,1,1,0,0,0.1812,0.5108,6,679.36,0.5159,1
1,0.75,1,1,0,1,0,0,0.0204,0.5611,43,195.19,0.6205,1
1,0.75,1,1,1,0,0,0,0.4746,0.7572,11,4064.94,0.51,1
2,0.75,1,1,0,1,1,1,0.2177,0.8378,40,208.58,0.742,1
0,0.75,1,1,1,0,0,0,0.093,0.6194,3,8976.93,0.4977,1
0,0.5,1,0,0,1,0,0,0.4603,0.7109,39,3256.89,0.4569,1
3,1.0,1,1,1,1,0,0,0.0489,0.7843,18,1625.53,0.8338,1
4,0.75,1,1,1,0,0,0,0.296,0.2891,0,249.86,0.5843,1
1,1.0,1,1,1,1,0,0,0.2324,0.4328,42,1967.46,0.673,1
0,0.25,1,0,0,0,0,0,0.1129,0.7821,12,7168.81,0.2169,0
2,0.75,1,0,1,1,0,0,0.0445,0.4735,49,12352.4,0.6411,1
1,0.25,1,0,0,0,0,0,0.3846,0.9218,41,410.64,0.1871,1
0,0.75,1,0,1,1,0,0,0.1569,0.5903,44,5354.21,0.7264,1
0,0.75,1,1,1,0,0,0,0.3811,0.9542,24,1146.11,0.5673,1
2,0.5,1,1,0,0,0,0,0.0159,0.5207,43,1769.95,0.4037,1
2,0.5,1,1,0,0,0,0,0.4026,0.8275,44,2876.72,0.4202,0
0,0.75,1,1,1,0,0,0,0.4193,0.5559,33,18459.22,0.5138,1
0,0.5,1,1,0,0,1,3,0.2671,0.6728,34,919.78,0.4881,0
0,0.75,1,0,1,1,1,1,0.1386,0.7159,16,589.42,0.5858,1
2,0.5,1,1,0,0,0,0,0.1563,0.7198,25,3263.34,0.3391,1
0,0.5,1,1,0,0,0,0,0.2291,0.7945,20,6811.8,0.3928,0
0,0.25,0,0,1,0,0,0,0.202,0.6069,11,3756.58,0.215,0
2,0.5,0,0,1,1,0,0,0.127,0.6664,15,1594.71,0.4149,1
0,1.0,1,1,1,1,0,0,0.4119,0.7155,19,13300.26,0.8931,1
2,0.75,1,1,0,1,0,0,0.0786,0.6146,9,18666.64,0.5021,1
0,0.75,1,1,0,1,0,0,0.4279,0.6518,22,5253.76,0.5622,1
0,0.25,1,0,0,0,0,0,0.1322,0.8457,46,5775.58,0.2342,1
0,0.75,1,1,1,0,1,1,0.2377,0.7862,29,5107.2,0.5085,1
2,0.75,1,1,1,0,4,0,0.3523,0.4745,7,1142.82,0.7121,1
3,0.75,1,0,1,1,0,0,0.0866,0.427,4,669.9,0.5116,1
3,1.0,1,1,1,1,0,0,0.1028,0.4333,11,2928.8,0.9421,1
1,0.75,1,0,1,1,0,0,0.167,0.8797,41,10888.04,0.5822,1
2,0.75,1,1,1,0,2,3,0.2391,0.8722,13,7471.47,0.6482,0
0,0.5,1,0,1,0,0,0,0.5538,0.4748,11,495.54,0.3518,1
0,0.5,1,0,1,0,0,0,0.0184,0.5854,23,305.38,0.3366,1
4,0.5,1,0,0,1,0,0,0.1131,0.7001,44,7343.8,0.3628,1
0,0.25,1,0,0,0,0,0,0.1976,0.6205,16,3422.79,0.1737,0
0,0.75,0,1,1,1,0,0,0.2958,0.7023,0,1370.03,0.5695,1
0,0.25,1,0,0,0,1,0,0.1872,0.6242,41,2987.53,0.2075,0
0,0.75,1,1,0,1,1,2,0.05,0.5668,36,977.11,0.642,0
0,0.25,0,0,0,1,1,0,0.1795,0.4807,10,10377.94,0.2316,0
2,1.0,1,1,1,1,1,0,0.0813,0.7224,41,6244.62,0.8797,1
1,0.75,1,1,0,1,0,0,0.3607,0.7042,5,11567.58,0.6473,1
4,0.25,0,0,0,1,0,0,0.5659,0.4493,14,824.83,0.1985,0
3,0.75,1,1,0,1,1,2,0.1924,0.4627,40,6595.26,0.6119,0
0,0.75,1,0,1,1,0,0,0.044,0.6708,39,2975.7,0.5963,1
0,1.0,1,1,1,1,0,0,0.0788,0.3107,22,1475.61,0.9448,1
1,1.0,1,1,1,1,0,0,0.1243,0.6682,22,2386.48,0.7305,1
2,1.0,1,1,1,1,1,0,0.4439,0.6655,37,10212.49,0.652,1
0,0.75,0,1,1,1,0,0,0.0826,0.7249,37,4215.58,0.6585,1
2,0.75,1,1,0,1,2,2,0.0239,0.858,48,1661.54,0.5406,1
1,0.25,1,0,0,0,0,0,0.0234,0.7281,11,32325.16,0.2404,0
2,0.25,1,0,0,0,0,0,0.2402,0.7787,6,1584.89,0.2377,1
1,0.75,1,1,0,1,0,0,0.0423,0.6815,36,5981.76,0.5076,1
0,0.75,1,1,0,1,1,0,0.0596,0.6012,15,5469.79,0.5154,0
4,1.0,1,1,1,1,0,0,0.4216,0.5633,37,4592.16,0.8233,1
2,0.75,1,1,1,0,0,0,0.2477,0.546,39,3974.35,0.6474,1
0,1.0,1,1,1,1,0,0,0.2547,0.5199,34,502.62,0.7462,1
3,1.0,1,1,1,1,1,3,0.0986,0.5983,39,18613.41,0.9009,1
1,0.5,1,1,0,0,0,0,0.4633,0.2754,28,714.58,0.4291,0
4,0.75,1,1,0,1,1,1,0.3933,0.5535,38,3273.35,0.5728,0
2,1.0,1,1,1,1,0,0,0.2021,0.8078,16,1102.91,0.6589,1
1,0.5,1,0,1,0,2,2,0.0758,0.7584,25,747.0,0.4563,1
0,0.5,1,0,0,1,0,0,0.2653,0.4731,19,2969.18,0.3626,1
0,1.0,1,1,1,1,0,0,0.3629,0.7432,45,6434.96,0.9421,1
1,0.5,1,0,1,0,0,0,0.1816,0.8605,24,1755.93,0.3986,1
2,0.75,1,1,1,0,1,3,0.1944,0.4193,37,381.08,0.639,0
0,1.0,1,1,1,1,0,0,0.0676,0.8288,38,3521.34,0.9555,1
0,0.5,1,1,0,0,0,0,0.2271,0.8961,36,5189.96,0.4761,1
3,0.5,1,1,0,0,0,0,0.6261,0.4823,18,1328.84,0.39,1
5,0.5,0,1,1,0,0,0,0.2169,0.6481,20,4205.8,0.3616,1
1,0.75,1,1,0,1,1,3,0.1558,0.3992,31,375.86,0.691,0
0,1.0,1,1,1,1,0,0,0.2623,0.4614,27,1669.83,0.8016,1
0,1.0,1,1,1,1,0,0,0.1506,0.7571,38,2349.46,0.7172,1
0,0.5,1,1,0,0,0,0,0.7153,0.7336,40,5430.83,0.4833,1
4,1.0,1,1,1,1,0,0,0.1347,0.8734,11,1544.46,0.7193,1
0,0.75,1,1,1,0,0,0,0.6758,0.5233,46,2216.05,0.4943,1
2,0.25,0,1,0,0,0,0,0.5396,0.5733,14,3564.35,0.1643,0
0,1.0,1,1,1,1,0,0,0.2543,0.9628,27,3524.33,0.8678,1
2,0.75,1,1,1,0,0,0,0.1087,0.8698,20,2652.6,0.6612,1
2,1.0,1,1,1,1,1,2,0.2858,0.8866,15,1493.71,0.7589,1
3,0.75,1,1,0,1,0,0,0.1448,0.6707,22,3979.52,0.5715,1
0,0.75,1,1,1,0,1,3,0.2792,0.5509,25,6452.33,0.5766,0
0,0.75,0,1,1,1,1,3,0.0659,0.6754,14,684.56,0.666,1
0,0.75,1,1,0,1,2,3,0.0976,0.9847,36,1556.75,0.5028,0
4,0.75,1,1,0,1,0,0,0.3372,0.6115,11,3967.07,0.7314,1
3,0.75,1,1,1,0,0,0,0.2358,0.4495,3,5033.84,0.5459,1
2,0.75,1,1,0,1,0,0,0.0123,0.7584,34,5422.75,0.7499,1
2,0.75,1,1,1,0,0,0,0.3355,0.4248,30,3807.25,0.5325,1
2,0.75,1,0,1,1,1,2,0.1914,0.8224,26,2377.12,0.69,1
0,0.75,1,1,1,0,0,0,0.0716,0.8034,31,3732.62,0.5461,1
4,0.75,1,1,0,1,0,0,0.4261,0.7265,32,607.77,0.5087,0
1,0.75,1,1,1,0,0,0,0.1527,0.2804,12,915.12,0.7172,1
1,0.5,1,1,0,0,1,0,0.188,0.2475,36,9286.09,0.4753,0
1,1.0,1,1,1,1,0,0,0.359,0.7276,43,9036.34,0.7912,1
0,1.0,1,1,1,1,0,0,0.1564,0.6889,1,4604.27,0.8958,1
0,0.75,1,0,1,1,0,0,0.022,0.8755,37,1486.28,0.6337,1
2,1.0,1,1,1,1,0,0,0.0758,0.7796,36,3762.8,0.9485,1
0,0.75,1,1,1,0,2,0,0.3685,0.922,49,4174.3,0.5702,1
2,0.75,1,0,1,1,0,0,0.06,0.6749,4,2633.45,0.625,1
0,0.75,1,0,1,1,0,0,0.2606,0.4382,17,4931.45,0.6149,1
1,0.75,1,1,1,0,0,0,0.2322,0.6156,47,205.49,0.5804,1
0,0.75,1,1,0,1,0,0,0.2465,0.4482,16,1136.04,0.7215,0
1,0.5,1,0,0,1,0,0,0.188,0.6708,1,5637.24,0.354,1
2,1.0,1,1,1,1,0,0,0.0796,0.5162,48,9871.94,0.7023,1
0,0.75,1,1,0,1,0,0,0.1403,0.7651,41,7408.64,0.6389,1
2,1.0,1,1,1,1,0,0,0.1397,0.6661,34,4511.82,0.8801,1
1,0.75,1,1,1,0,2,3,0.46,0.9036,13,733.22,0.5386,0
2,0.5,1,1,0,0,0,0,0.3365,0.4036,11,1710.02,0.3934,1
4,1.0,1,1,1,1,0,0,0.0674,0.7983,32,280.31,0.9813,1
2,0.5,1,1,0,0,0,0,0.3255,0.8084,6,3674.44,0.3682,1
0,0.75,1,1,1,0,0,0,0.0407,0.5469,38,2191.56,0.6629,1
0,0.5,1,0,1,0,1,0,0.238,0.7376,44,3078.5,0.4545,1
0,0.75,0,1,1,1,0,0,0.2279,0.6674,8,13680.63,0.6051,1
2,0.5,1,0,1,0,0,0,0.0944,0.3948,4,1901.05,0.4891,1
0,0.5,0,0,1,1,2,3,0.0333,0.8889,3,1382.07,0.4539,0
1,0.75,1,0,1,1,0,0,0.0872,0.7239,31,671.31,0.6077,1
2,0.25,1,0,0,0,0,0,0.0883,0.8279,4,642.6,0.2123,0
0,0.75,1,1,0,1,0,0,0.1008,0.7091,43,2658.51,0.6693,1
2,0.75,1,0,1,1,0,0,0.3204,0.7595,7,4941.24,0.6429,1
0,1.0,1,1,1,1,0,0,0.0161,0.5417,12,3009.11,0.9575,1
0,1.0,1,1,1,1,0,0,0.4338,0.8926,3,7330.56,0.7749,1
2,0.75,1,1,1,0,0,0,0.0765,0.4321,10,1428.64,0.5662,1
1,0.5,1,0,0,1,0,0,0.258,0.9428,14,3263.94,0.3624,1
2,0.5,0,1,1,0,1,3,0.3072,0.5559,45,3888.64,0.3316,0
1,1.0,1,1,1,1,0,0,0.4222,0.3513,17,1253.12,0.6651,1
0,0.75,1,1,0,1,0,0,0.3353,0.5489,19,1866.4,0.7159,1
3,0.75,1,1,0,1,0,0,0.1387,0.8477,0,3228.63,0.6656,1
2,0.75,1,1,1,0,0,0,0.0977,0.7937,0,174.03,0.6609,1
2,0.5,1,1,0,0,0,0,0.3613,0.8652,10,7719.26,0.4326,1
0,0.5,1,1,0,0,0,0,0.385,0.7724,28,512.06,0.4736,1
2,0.75,1,1,0,1,0,0,0.227,0.676,28,270.54,0.6136,1
1,0.5,1,0,1,0,0,0,0.0878,0.6286,23,947.41,0.4773,1
0,1.0,1,1,1,1,0,0,0.1459,0.841,19,2542.28,0.7758,1
4,0.5,1,0,1,0,1,0,0.3211,0.5163,29,1494.87,0.4872,1
0,1.0,1,1,1,1,0,0,0.0682,0.8244,37,2130.27,0.8945,1
5,0.5,1,1,0,0,0,0,0.2689,0.7914,4,408.12,0.37,0
