transaction_amount,customer_avg_amount,amount_deviation_ratio,dispute_amount,customer_dispute_count,merchant_dispute_rate,days_since_payment,dispute_velocity_24h,dispute_velocity_7d,is_duplicate_flag,transaction_hour,transaction_day_of_week,reason_code_encoded,merchant_high_risk_flag,customer_account_age_days,ip_billing_mismatch,is_fraud
5508.05,9190.49,0.5993,5239.44,1,0.0559,75,0,0,0,14,2,2,0,659,0,0
1917.78,1630.29,1.1763,1698.88,0,0.0329,25,1,1,0,12,5,1,0,106,0,1
3555.82,3794.1,0.9372,3426.77,0,0.055,78,1,2,0,6,0,2,0,437,0,1
7090.99,5080.27,1.3958,6835.72,0,0.0322,57,0,0,0,2,2,5,0,85,0,0
10601.67,13746.83,0.7712,9508.53,0,0.0108,71,0,0,0,23,4,4,0,2,0,0
706.79,1251.42,0.5648,644.31,1,0.0334,88,0,0,0,22,2,1,0,437,0,0
9290.82,11566.05,0.8033,8189.43,0,0.0156,42,2,2,0,12,0,2,0,451,0,1
2521.26,2271.5,1.11,2512.4,0,0.0163,42,0,0,0,15,1,2,0,565,0,1
1195.57,1562.54,0.7651,1132.01,0,0.0816,47,0,0,1,22,5,0,0,441,0,1
2301.05,1316.41,1.748,2278.46,0,0.0291,44,0,0,0,0,6,2,0,222,1,1
13847.79,22767.47,0.6082,12400.8,0,0.0246,41,1,2,0,0,0,1,0,25,1,1
2524.72,2788.09,0.9055,2442.12,0,0.0497,3,2,2,0,15,1,3,0,35,0,1
1545.16,1590.11,0.9717,1490.89,0,0.0405,1,2,2,0,1,4,0,1,669,0,0
3662.2,4468.66,0.8195,3492.82,1,0.0262,79,0,0,0,17,5,0,0,343,0,0
1111.2,1416.44,0.7845,1105.47,0,0.0281,11,1,2,0,20,6,2,1,366,0,1
426.13,213.27,1.9981,387.37,0,0.0003,7,0,0,0,22,3,1,0,657,0,0
632.91,858.01,0.7376,550.38,0,0.0116,12,0,0,0,17,5,0,0,336,1,0
629.56,465.06,1.3537,598.56,1,0.0799,38,0,0,0,4,4,1,1,433,0,0
726.66,1016.99,0.7145,697.16,0,0.0429,54,1,2,0,4,4,0,1,457,0,0
673.11,1044.36,0.6445,630.21,1,0.0119,67,0,0,0,7,4,2,0,479,0,1
3734.29,5696.82,0.6555,3289.99,0,0.0066,53,0,0,0,8,2,1,0,398,0,0
852.61,1000.54,0.8521,789.23,0,0.067,32,2,3,0,23,6,0,0,343,1,0
1634.49,1844.09,0.8863,1465.86,2,0.0343,45,1,1,0,13,4,1,0,691,0,1
8098.41,4859.26,1.6666,7402.92,0,0.0043,51,0,0,0,12,3,0,0,280,0,0
2398.33,3562.68,0.6732,2270.7,0,0.0486,37,0,0,0,17,0,2,0,352,0,0
4004.51,3123.41,1.2821,3851.47,2,0.0094,59,2,2,0,3,1,0,0,197,0,1
811.95,889.39,0.9129,718.44,1,0.0129,54,0,0,0,17,5,3,0,225,0,0
897.43,716.13,1.2532,817.38,0,0.0232,18,0,2,0,21,5,0,1,47,0,0
296.05,173.89,1.7025,263.6,1,0.0246,1,0,0,0,19,4,1,0,185,0,0
797.67,1022.12,0.7804,701.79,1,0.0205,21,0,1,0,14,1,2,0,162,1,0
1292.92,615.51,2.1006,1250.91,0,0.0359,28,0,1,0,6,4,0,0,643,0,0
831.84,1204.59,0.6906,820.52,2,0.0114,16,0,1,0,12,2,0,0,295,0,1
475.1,401.28,1.184,430.22,0,0.0901,48,0,0,0,1,1,0,0,92,0,0
599.95,240.09,2.4989,577.57,0,0.0029,28,0,0,0,8,4,0,0,587,0,0
2311.7,2578.89,0.8964,2275.98,0,0.0249,22,0,0,0,4,4,1,0,650,0,0
958.82,446.42,2.1478,936.69,2,0.0903,83,0,0,1,0,3,2,0,168,0,0
1735.43,1365.15,1.2712,1522.7,0,0.0153,1,1,1,0,18,3,0,0,258,0,0
2600.02,3613.42,0.7195,2582.97,0,0.0353,42,0,2,0,19,6,1,0,557,0,0
4253.6,2074.76,2.0502,3855.89,1,0.0065,70,0,0,0,18,3,5,0,309,0,0
290.37,457.35,0.6349,261.59,0,0.0647,3,0,2,0,21,6,4,0,649,0,1
5772.73,2339.96,2.467,4960.88,0,0.0147,80,0,0,0,12,2,0,0,615,0,0
3610.08,2691.51,1.3413,3331.84,0,0.0281,81,1,1,0,5,6,0,0,129,0,0
448.53,644.66,0.6958,388.58,0,0.0343,44,0,0,0,9,1,1,0,673,0,0
7388.47,6226.84,1.1866,6555.65,0,0.0149,27,0,2,0,10,2,0,0,550,0,0
9028.43,4899.27,1.8428,8103.39,2,0.0464,51,1,3,0,22,0,0,1,569,1,0
370.58,335.13,1.1058,359.95,0,0.064,24,1,2,0,15,4,0,0,161,0,0
1284.62,1000.14,1.2844,1260.63,0,0.0237,20,0,0,0,22,4,0,0,176,0,0
5893.27,9310.17,0.633,5276.66,0,0.0091,32,0,0,0,0,4,1,0,288,0,0
4977.75,4174.77,1.1923,4872.25,0,0.1237,13,1,3,0,18,3,1,1,405,0,1
863.93,1299.79,0.6647,845.43,1,0.0165,43,0,0,0,4,4,0,0,657,1,0
972.15,1602.71,0.6066,937.83,0,0.0464,20,0,0,0,5,6,1,0,580,1,0
1769.75,1782.75,0.9927,1543.23,2,0.0181,2,0,1,0,5,3,1,0,340,0,0
2469.32,4133.45,0.5974,2354.62,0,0.0144,68,0,0,0,4,0,2,0,268,0,0
3520.51,3267.9,1.0773,3491.48,0,0.0325,60,0,0,0,5,2,5,0,218,1,1
1761.09,3081.4,0.5715,1677.23,0,0.0133,89,1,3,0,12,2,5,0,164,0,0
2323.12,1219.65,1.9047,2090.21,0,0.0571,4,0,0,0,0,6,1,0,691,0,1
4966.8,6763.92,0.7343,4594.72,0,0.0694,17,2,4,0,0,2,3,0,391,0,0
280.81,306.46,0.9163,265.89,1,0.0101,1,0,0,1,13,3,0,0,417,0,1
1168.28,1101.35,1.0608,1082.51,0,0.0226,33,1,1,0,7,5,1,0,48,0,0
4523.22,5815.94,0.7777,3926.12,0,0.0148,30,0,0,0,8,5,2,0,194,1,1
8045.18,11145.79,0.7218,7214.99,0,0.0152,5,0,0,0,22,1,2,0,718,0,0
2658.73,1079.73,2.4624,2579.92,1,0.0179,12,0,1,0,9,5,0,1,84,0,1
2808.35,1779.75,1.5779,2749.97,0,0.0311,32,1,2,0,5,1,0,0,613,0,0
546.76,764.52,0.7152,476.01,0,0.0359,38,0,0,0,8,0,1,0,667,0,0
2226.0,2967.12,0.7502,2210.1,1,0.0741,17,0,0,0,17,1,2,1,47,0,0
2812.12,4928.15,0.5706,2529.01,1,0.0276,58,0,0,0,14,0,5,0,234,0,0
1121.92,1644.12,0.6824,1065.09,0,0.0574,40,0,0,0,3,4,0,0,299,0,0
1247.86,2160.15,0.5777,1201.41,0,0.0189,24,0,1,0,1,6,4,0,147,0,0
1807.83,2501.24,0.7228,1756.83,2,0.0024,12,0,0,0,5,2,0,0,196,0,0
220.96,180.58,1.2236,219.16,0,0.002,19,0,1,0,16,6,4,0,22,0,0
1510.54,827.04,1.8264,1354.86,0,0.005,29,0,0,0,6,5,3,0,194,0,0
981.45,1466.83,0.6691,960.62,0,0.059,85,0,0,0,22,3,0,0,386,0,0
1538.62,2002.99,0.7682,1338.22,0,0.0609,52,0,1,0,22,0,0,0,364,0,0
596.47,278.83,2.1392,570.08,2,0.0104,17,0,1,0,19,5,0,1,274,0,0
7892.28,7135.18,1.1061,7586.82,0,0.0664,73,0,1,0,14,3,5,0,384,0,0
3301.4,5742.85,0.5749,3141.81,2,0.0172,21,1,2,0,23,3,1,0,208,0,0
4128.22,4543.36,0.9086,3665.23,0,0.0221,60,1,2,0,20,2,2,0,275,0,0
5598.48,5631.07,0.9942,5491.87,0,0.075,75,0,0,0,1,6,0,1,729,1,1
2565.13,2669.73,0.9608,2245.33,0,0.0127,20,0,0,0,20,4,4,0,496,0,0
468.26,324.24,1.4442,401.79,0,0.0297,53,1,2,0,11,4,0,0,539,0,0
2845.9,2607.39,1.0915,2725.29,0,0.0408,80,0,0,0,9,6,0,0,527,0,0
3243.73,2976.9,1.0896,2988.52,0,0.0869,63,0,0,0,16,1,0,0,159,0,0
4938.76,2337.5,2.1128,4826.97,0,0.0086,57,1,2,0,17,5,1,0,726,0,0
2127.62,3137.38,0.6782,1930.84,0,0.033,29,0,0,0,15,4,0,0,460,0,0
627.7,617.1,1.0172,549.39,0,0.1475,1,0,2,0,9,2,2,0,394,1,1
1318.17,2044.55,0.6447,1285.83,2,0.047,82,0,1,0,7,5,0,0,439,0,0
1728.9,2749.79,0.6287,1611.92,0,0.0085,59,1,1,0,20,3,1,0,379,1,0
3783.79,2636.51,1.4352,3323.6,1,0.0943,64,1,3,1,21,0,1,0,164,1,0
3110.24,4106.43,0.7574,2979.79,0,0.0074,86,0,0,0,12,0,0,0,639,0,0
1690.72,1794.18,0.9423,1566.73,0,0.0159,72,0,0,0,15,4,0,0,330,0,0
15221.69,24845.14,0.6127,14318.24,0,0.0169,71,0,2,0,7,1,2,0,570,0,0
3407.92,2392.49,1.4244,3132.34,0,0.0094,89,0,1,0,11,0,0,0,147,0,0
1097.78,1480.84,0.7413,1069.57,1,0.0345,44,0,1,0,16,1,0,0,110,0,0
525.7,657.57,0.7995,512.26,0,0.0122,48,0,1,0,15,0,2,0,394,0,1
730.61,594.29,1.2294,698.76,1,0.1113,75,0,1,0,8,1,0,0,561,0,0
1138.07,672.87,1.6914,985.35,0,0.0129,15,0,0,0,18,6,2,1,182,0,0
763.08,1001.39,0.762,744.63,0,0.0335,35,0,1,0,16,1,0,0,573,0,0
872.72,1251.51,0.6973,829.65,0,0.0517,23,1,1,0,23,3,0,0,443,0,0
1324.62,1115.17,1.1878,1264.42,0,0.0467,53,0,0,0,7,2,2,0,130,0,0
816.41,1063.59,0.7676,738.4,0,0.109,45,0,1,0,11,0,0,0,403,1,0
8097.63,7718.53,1.0491,7951.0,0,0.0589,85,1,1,0,8,5,1,0,505,0,0
442.72,619.14,0.7151,424.48,1,0.0226,13,0,0,0,5,4,2,0,720,0,0
2751.94,1868.3,1.473,2385.63,0,0.0174,34,1,2,0,9,2,0,0,654,1,0
1999.07,3291.07,0.6074,1821.49,0,0.0042,38,0,0,0,8,3,1,0,22,0,0
14285.25,11462.11,1.2463,14041.79,0,0.0284,70,0,1,0,3,3,4,0,17,0,0
565.9,517.74,1.093,485.02,0,0.0126,68,0,0,0,10,3,2,1,634,0,1
1925.4,926.75,2.0776,1914.26,1,0.073,5,0,1,0,20,4,0,0,282,0,1
12361.71,6874.56,1.7982,11766.8,0,0.0092,40,1,3,0,21,0,2,0,227,1,0
7171.85,8048.3,0.8911,6775.29,1,0.0268,70,1,1,0,5,0,0,0,420,0,0
6095.32,4721.62,1.2909,5428.39,0,0.044,21,0,2,0,17,6,0,0,373,0,0
1193.96,1874.13,0.6371,1059.42,2,0.0083,28,0,0,0,3,6,3,0,301,0,0
805.9,338.94,2.3777,798.9,0,0.0392,3,0,1,0,11,1,0,0,286,0,0
4015.96,3737.78,1.0744,3593.24,0,0.0166,23,0,0,0,8,1,0,1,116,0,0
9426.35,8222.45,1.1464,9108.93,1,0.0618,72,0,1,0,14,5,1,0,149,0,0
2997.78,1280.23,2.3416,2724.89,0,0.0042,19,0,2,0,22,1,5,0,404,0,0
3117.05,1789.55,1.7418,2714.6,1,0.0851,75,0,1,1,8,4,0,0,682,0,1
1299.66,1272.5,1.0213,1106.8,1,0.0265,50,0,0,0,5,2,0,0,90,0,0
5286.16,5761.97,0.9174,4924.79,0,0.0462,74,0,0,0,10,6,1,0,119,0,0
874.77,845.03,1.0352,871.59,0,0.0639,58,1,2,0,6,0,1,0,696,0,0
1518.81,1736.47,0.8747,1375.09,1,0.0087,20,0,2,0,13,1,1,0,93,0,0
2089.51,2576.75,0.8109,1888.04,0,0.0391,72,0,1,0,15,6,4,0,629,0,0
2629.7,1088.42,2.4161,2370.97,1,0.0884,83,0,0,0,14,4,0,0,447,0,0
1121.64,1177.42,0.9526,1040.97,1,0.0745,53,0,0,0,19,4,0,0,312,0,1
576.94,1009.01,0.5718,528.53,0,0.0411,85,0,1,0,8,5,0,0,318,0,0
3451.2,3888.28,0.8876,3389.03,1,0.0144,82,1,1,0,18,1,2,1,121,0,0
1341.97,1809.73,0.7415,1242.43,0,0.0222,9,0,0,0,11,6,0,0,317,0,0
3196.59,2674.3,1.1953,2960.57,0,0.0251,4,0,0,1,10,6,3,0,138,0,0
736.83,1093.15,0.674,641.6,1,0.0169,41,0,3,1,7,5,5,0,660,0,0
2446.42,3625.81,0.6747,2440.09,0,0.0089,25,0,1,0,2,6,0,0,284,1,1
2811.92,3176.95,0.8851,2495.57,0,0.0207,34,1,2,0,18,3,5,0,654,0,0
336.25,593.96,0.5661,289.51,0,0.0097,73,0,0,0,2,3,0,0,520,0,0
1586.34,913.37,1.7368,1506.19,0,0.0193,9,0,0,0,2,3,1,0,505,0,0
655.22,277.63,2.36,615.45,0,0.0326,82,0,0,0,5,1,2,0,391,0,0
379.15,560.47,0.6765,345.89,0,0.0121,75,0,0,0,10,4,2,0,5,0,0
16254.2,24869.21,0.6536,14845.43,0,0.0085,13,0,2,0,19,4,2,1,367,0,1
1511.96,859.23,1.7597,1463.21,0,0.0041,9,1,1,0,13,0,1,0,492,0,0
5960.25,4600.22,1.2956,5241.19,1,0.0268,80,0,1,0,1,6,4,0,466,0,0
1178.61,500.41,2.3553,1146.83,1,0.0308,4,0,0,0,11,3,2,0,235,0,0
4154.49,3367.76,1.2336,3935.6,0,0.0155,34,0,1,0,15,1,0,0,362,0,0
5148.23,7631.73,0.6746,4699.54,0,0.0506,7,0,3,0,2,0,4,0,522,0,1
3319.06,3734.42,0.8888,3049.23,2,0.0278,15,2,2,0,20,4,5,0,242,0,0
2382.5,2114.07,1.127,2116.84,0,0.0252,38,0,0,0,15,6,1,0,442,0,1
2007.65,1847.91,1.0864,1933.0,0,0.0227,75,0,0,1,9,6,2,0,188,0,1
1651.65,663.79,2.4882,1530.97,0,0.0049,52,1,1,0,19,0,3,1,404,0,0
9433.95,7733.2,1.2199,8472.9,0,0.0128,81,1,4,1,4,3,3,0,427,0,0
6364.62,8306.1,0.7663,5978.97,0,0.0022,83,0,1,0,12,6,0,0,413,0,0
11886.12,20965.6,0.5669,11878.51,1,0.0258,7,0,0,0,11,6,2,0,514,0,0
614.55,974.61,0.6306,562.49,0,0.0438,45,0,1,0,0,6,5,0,154,0,1
4743.93,2054.28,2.3093,4687.49,0,0.0034,59,0,0,0,19,2,0,0,203,0,0
9901.45,16416.45,0.6031,8928.66,1,0.0153,21,0,1,0,10,3,2,0,217,0,0
849.85,1271.78,0.6682,729.35,0,0.0158,28,1,2,0,18,3,1,0,482,0,0
390.84,583.34,0.67,344.19,1,0.0585,3,0,1,0,14,1,0,0,315,0,1
4879.88,5080.9,0.9604,4454.38,0,0.0164,14,0,0,0,17,2,0,0,617,0,0
3140.5,3006.11,1.0447,2772.89,0,0.0805,2,0,0,0,15,6,2,0,1,0,0
6604.27,5442.46,1.2135,5613.85,0,0.0153,29,0,2,0,6,5,0,0,503,0,0
676.95,333.04,2.0326,668.32,1,0.0565,18,0,2,0,9,2,1,0,278,0,1
5701.18,4102.17,1.3898,5567.67,0,0.0784,37,0,1,0,15,2,1,0,194,0,0
938.13,699.14,1.3418,901.87,0,0.0224,45,0,0,0,16,4,1,1,248,0,0
775.5,835.76,0.9279,678.7,0,0.0399,45,0,0,0,6,0,0,0,88,0,0
778.06,1125.4,0.6914,675.4,0,0.0062,24,0,0,0,10,4,2,0,434,1,0
6047.86,6430.89,0.9404,5202.01,0,0.0409,46,0,1,0,16,5,2,1,420,0,0
3979.75,1914.19,2.0791,3815.01,0,0.0523,12,0,2,1,4,2,0,0,253,0,0
2741.32,4772.38,0.5744,2712.05,0,0.0059,53,0,1,0,0,1,1,0,429,0,0
1705.61,2933.33,0.5815,1559.92,1,0.0517,45,0,0,0,2,5,2,0,164,0,1
7490.21,11229.81,0.667,6500.54,0,0.0729,32,1,2,0,15,6,0,1,495,0,1
1894.09,3386.37,0.5593,1755.55,0,0.0186,18,0,0,0,23,3,4,0,162,0,0
6086.29,7073.94,0.8604,5491.81,1,0.0416,13,0,0,0,14,6,1,0,507,0,1
2173.96,3799.81,0.5721,1970.09,0,0.0126,4,0,0,1,3,3,0,0,265,0,0
1805.92,913.52,1.9769,1703.34,0,0.0151,23,0,0,0,11,4,0,0,110,0,1
2324.06,2119.43,1.0965,2226.0,1,0.0336,62,1,1,0,0,6,1,0,719,0,0
1405.26,1005.51,1.3976,1217.79,2,0.0372,54,0,0,0,16,5,0,0,319,1,0
4968.72,3349.74,1.4833,4249.94,0,0.1133,74,0,2,0,23,4,0,0,132,0,0
2595.11,1549.6,1.6747,2592.9,0,0.0193,55,2,2,1,14,1,0,0,133,0,0
1074.85,1366.54,0.7865,951.14,0,0.0406,69,0,0,0,23,3,1,0,394,1,0
8194.19,12240.9,0.6694,7031.23,1,0.0081,40,0,1,0,19,6,0,0,620,0,0
1845.16,2231.94,0.8267,1620.94,0,0.0037,14,0,0,0,19,4,4,0,684,0,0
2894.99,1753.63,1.6509,2477.66,0,0.0331,28,0,0,0,9,6,2,0,552,0,1
8443.23,12965.2,0.6512,7672.97,0,0.0532,72,0,1,0,10,0,2,1,35,0,1
3575.8,4613.99,0.775,3469.81,0,0.0557,80,0,0,1,17,4,2,0,571,0,1
585.1,552.0,1.06,527.28,0,0.0089,71,2,3,1,1,4,1,0,705,0,1
9987.16,13420.57,0.7442,9154.51,0,0.0007,67,0,1,0,5,2,2,1,722,0,0
3608.27,2756.24,1.3091,3432.68,1,0.0407,29,0,1,0,15,0,1,0,372,0,1
1577.39,1393.26,1.1322,1461.19,0,0.0042,61,0,0,0,23,0,1,0,31,0,0
674.92,1136.89,0.5937,660.89,0,0.0208,68,1,1,0,6,6,1,0,174,0,1
5680.0,4582.09,1.2396,5565.86,0,0.0662,9,0,0,0,22,1,3,0,390,0,0
3537.21,3742.31,0.9452,3011.89,1,0.0373,17,0,0,0,18,6,2,0,710,1,0
2818.45,4639.73,0.6075,2724.62,0,0.0263,49,0,0,0,11,2,1,0,106,0,0
8001.56,11128.65,0.719,7354.31,0,0.0215,63,0,0,0,17,0,0,0,275,1,0
5588.97,2722.3,2.053,5579.61,1,0.0077,84,1,1,0,9,2,1,0,96,0,0
725.72,439.95,1.6496,669.47,1,0.0213,78,0,1,0,6,2,0,0,682,0,0
1457.47,598.99,2.4332,1454.61,0,0.0296,46,2,3,0,3,3,5,0,30,0,1
1149.84,1475.58,0.7792,1107.51,0,0.0143,13,0,0,0,16,6,1,1,161,0,0
4918.29,5049.82,0.974,4363.95,1,0.0317,45,0,0,0,16,0,0,1,306,0,0
269.38,158.39,1.7007,250.73,1,0.0388,53,0,1,0,3,3,0,0,623,0,0
3103.0,5402.66,0.5743,3099.34,0,0.0546,17,0,1,0,20,6,0,0,724,0,0
5180.95,5914.18,0.876,5070.23,0,0.0302,47,0,0,0,4,4,0,0,196,0,0
7477.84,5523.51,1.3538,6465.38,1,0.066,62,0,1,0,0,6,4,0,608,1,0
1615.36,1778.26,0.9084,1544.21,3,0.0177,50,0,1,0,18,4,3,0,338,0,0
6176.33,8347.12,0.7399,5570.04,1,0.0243,43,0,1,0,21,3,5,0,138,0,0
560.35,283.95,1.9734,476.88,0,0.0284,68,0,0,1,22,4,2,1,447,0,1
6708.1,5263.08,1.2746,6107.87,0,0.0346,84,0,0,0,10,3,2,0,310,0,0
627.33,959.66,0.6537,555.32,0,0.0325,75,0,1,0,0,6,4,1,179,1,1
1922.1,2005.77,0.9583,1869.88,0,0.0613,86,0,0,0,7,1,4,0,337,0,1
5736.02,6683.66,0.8582,5165.86,0,0.0036,72,0,0,0,3,2,3,0,234,0,0
718.48,722.75,0.9941,699.89,0,0.0198,28,1,1,0,21,1,3,0,249,0,0
1061.38,489.78,2.1671,902.27,0,0.0093,45,0,0,0,14,0,2,0,132,0,0
4633.65,2928.7,1.5822,4152.55,0,0.0038,41,0,0,0,16,1,0,0,249,0,0
4605.84,4715.27,0.9768,4081.58,0,0.0206,36,0,0,0,17,1,1,0,455,1,0
3736.95,2589.18,1.4433,3307.33,0,0.064,84,0,1,0,2,4,2,0,499,0,0
4294.01,2018.06,2.1278,3693.83,0,0.0414,33,0,0,0,17,5,1,0,63,1,0
2888.64,4567.26,0.6325,2536.42,0,0.022,25,1,2,0,6,6,3,0,392,0,1
1165.29,2066.84,0.5638,1087.6,0,0.0135,19,0,1,0,16,5,3,0,257,0,0
1634.64,2468.96,0.6621,1460.88,0,0.0291,47,0,1,0,17,3,2,0,248,0,0
851.4,1358.24,0.6268,777.0,0,0.0205,85,0,1,0,19,0,0,0,264,0,0
8518.07,6292.88,1.3536,7721.89,1,0.0296,33,0,1,1,7,5,1,0,467,0,0
3214.63,5609.14,0.5731,3154.79,1,0.0057,67,0,0,0,10,4,0,0,361,0,0
1942.86,1312.78,1.48,1915.26,0,0.0137,14,1,1,0,2,0,0,0,393,0,0
2319.68,4017.69,0.5774,2143.25,0,0.0446,79,0,2,0,6,2,2,0,179,0,1
10449.88,18733.99,0.5578,9399.91,0,0.0305,33,0,0,0,14,3,0,0,506,0,0
732.64,1023.07,0.7161,634.48,0,0.0074,42,0,0,0,9,4,0,0,499,0,1
3238.56,5743.91,0.5638,3215.92,0,0.0309,86,0,0,0,11,1,1,0,677,0,0
2617.48,3134.05,0.8352,2248.5,0,0.0581,65,0,0,0,11,6,2,1,603,0,0
3458.71,2640.24,1.31,3094.33,0,0.0143,47,0,3,0,18,2,0,0,704,0,1
213.97,216.49,0.9884,191.44,0,0.0295,35,1,2,0,18,1,3,1,292,0,0
7348.43,9045.81,0.8124,6599.33,1,0.0505,84,0,0,0,14,5,1,0,588,0,0
9564.96,4804.62,1.9908,8365.93,0,0.034,32,0,0,0,20,6,0,0,99,0,0
3064.5,3895.84,0.7866,2964.82,0,0.0753,55,0,0,0,20,0,2,0,607,0,0
4325.05,7671.12,0.5638,3755.76,0,0.0315,54,0,1,0,4,2,5,0,181,0,0
9101.14,6062.73,1.5012,8602.73,1,0.0726,76,0,1,0,12,6,1,0,403,0,0
4449.39,6716.95,0.6624,3864.64,0,0.0332,51,0,0,0,8,6,2,0,666,0,0
729.29,1218.69,0.5984,627.61,1,0.0467,80,0,0,0,21,4,3,1,374,0,0
3155.46,5431.12,0.581,3112.59,0,0.0344,59,0,0,0,22,1,2,0,624,0,0
3416.27,5958.62,0.5733,3001.26,1,0.023,72,0,0,0,9,5,0,0,683,0,0
2081.56,2352.25,0.8849,2025.75,0,0.0493,14,0,2,1,7,1,2,0,253,0,0
4817.22,8517.96,0.5655,4488.18,0,0.0593,18,1,2,0,8,0,4,0,122,0,1
9682.87,14139.26,0.6848,8343.52,0,0.0254,55,0,0,1,5,0,2,0,442,0,0
9242.57,5788.99,1.5966,9180.8,0,0.0013,56,0,0,0,23,5,3,0,717,0,0
2247.78,2399.87,0.9366,1993.88,1,0.0301,49,0,0,0,17,3,1,0,245,0,0
570.63,802.11,0.7114,558.62,1,0.0282,60,0,0,0,9,5,0,0,639,0,0
14812.11,11053.93,1.34,12965.36,0,0.031,53,0,0,0,23,3,2,0,491,0,0
6540.01,8481.49,0.7711,6396.73,0,0.0117,71,1,1,1,14,5,1,0,46,0,1
616.01,821.29,0.7501,524.83,0,0.0031,6,0,0,0,12,5,4,0,452,0,0
9027.08,5667.02,1.5929,8366.0,2,0.0094,70,0,0,0,10,0,5,0,296,0,0
7287.98,8680.85,0.8395,7035.94,1,0.0942,86,0,0,0,1,3,3,0,141,1,0
2710.43,4012.19,0.6755,2683.92,1,0.0103,8,0,0,0,7,5,5,1,633,0,0
3281.5,3604.58,0.9104,3236.81,0,0.0179,15,1,2,0,17,6,0,0,521,0,0
1932.08,805.57,2.3984,1879.81,1,0.031,26,1,1,0,2,1,4,0,66,0,0
347.11,143.24,2.4233,341.29,0,0.0096,39,0,0,0,22,0,0,0,483,0,1
1578.93,1420.79,1.1113,1389.27,0,0.0488,3,0,1,0,2,6,0,0,309,0,0
5833.33,9897.25,0.5894,5206.99,0,0.0109,57,0,1,0,20,6,2,0,460,0,0
166.25,119.72,1.3887,148.52,0,0.0304,10,0,0,0,6,2,1,1,593,0,0
1570.0,2022.33,0.7763,1423.3,1,0.0463,3,0,0,0,17,0,4,0,398,1,0
1927.22,1370.07,1.4067,1751.84,0,0.033,46,0,0,0,20,5,1,0,469,0,0
2848.09,2421.84,1.176,2653.52,1,0.0322,22,0,1,0,20,4,4,0,617,0,1
8983.74,14259.52,0.63,7851.63,0,0.0336,67,0,1,0,8,4,0,0,392,0,0
1638.12,2326.8,0.704,1562.25,1,0.0058,65,0,1,0,17,6,3,0,97,0,1
1641.37,875.77,1.8742,1436.42,0,0.0061,19,0,0,0,0,6,2,0,190,0,0
4831.28,4832.16,0.9998,4331.47,0,0.0235,62,0,1,0,3,0,2,0,195,0,0
2256.57,994.78,2.2684,2088.46,0,0.0574,57,0,1,0,3,2,1,0,334,0,1
1040.34,1116.54,0.9318,1008.57,1,0.0252,88,1,2,0,16,0,2,0,83,0,0
2257.99,2997.27,0.7533,2169.75,1,0.0172,76,0,1,0,22,2,1,1,251,0,0
681.37,385.59,1.7671,645.14,2,0.0502,13,0,1,0,1,5,2,0,70,0,0
829.19,667.03,1.2431,724.19,0,0.0651,16,1,4,0,14,1,2,0,292,0,0
2564.61,2454.26,1.045,2390.36,0,0.0475,16,0,0,0,12,1,0,0,340,0,0
2050.07,3459.17,0.5926,1769.45,0,0.0108,52,1,1,0,8,2,0,0,385,1,1
8771.52,15705.91,0.5585,7952.3,1,0.073,84,0,2,0,6,6,1,0,700,0,0
1725.12,798.52,2.1604,1573.36,2,0.008,41,2,2,0,11,3,4,0,458,0,0
3191.16,4676.36,0.6824,2731.54,1,0.0023,48,0,1,0,11,1,1,0,141,0,0
3651.37,3360.77,1.0865,3253.73,0,0.011,39,0,0,0,13,4,3,1,140,0,0
196.13,186.21,1.0533,194.83,0,0.0412,13,1,4,0,22,0,2,0,75,0,0
3962.44,5769.2,0.6868,3934.88,0,0.0483,4,0,0,0,14,5,5,0,100,0,0
836.21,1409.68,0.5932,754.97,1,0.0295,43,0,1,0,0,3,1,0,657,0,0
11510.99,19928.98,0.5776,9858.76,0,0.0112,81,2,2,0,8,6,0,0,175,0,0
713.31,861.66,0.8278,625.48,1,0.0279,88,0,2,0,15,4,2,0,323,0,0
2024.25,1821.76,1.1112,1839.7,0,0.0176,46,0,0,0,8,0,2,0,477,0,1
462.25,694.56,0.6655,458.63,1,0.0114,47,0,0,0,15,4,1,0,10,0,0
20338.29,15282.23,1.3308,17718.31,0,0.0413,86,0,0,0,1,3,0,0,46,0,0
2591.41,3083.01,0.8405,2499.49,0,0.0088,53,0,0,0,9,2,0,0,629,0,0
3316.87,2991.85,1.1086,2873.41,0,0.0743,25,2,2,0,17,0,1,0,516,0,0
393.01,518.49,0.758,391.91,1,0.03,41,1,1,0,12,4,2,0,313,0,0
5001.48,3683.88,1.3577,4537.56,1,0.0457,3,0,1,0,1,5,2,0,238,0,0
974.61,651.26,1.4965,941.75,0,0.0947,77,1,2,0,12,6,1,0,31,0,0
8141.6,13722.95,0.5933,7338.75,2,0.0111,13,1,3,0,23,5,1,0,510,0,0
953.56,517.33,1.8432,900.3,0,0.038,18,1,2,0,2,4,0,0,130,0,0
890.5,986.98,0.9022,782.57,0,0.0234,37,0,1,0,14,6,2,1,385,0,0
280.32,198.8,1.4101,244.41,0,0.0708,43,0,1,1,2,3,2,0,593,0,1
2385.75,1084.33,2.2002,2363.59,1,0.0525,34,0,0,0,22,3,0,0,25,0,1
3062.15,1379.27,2.2201,3024.32,0,0.0351,81,0,1,0,9,6,0,1,261,0,0
